CC1=CC=C(C=C1)S(=O)(C2=CC=C(C=C2)OC3=CC=C(C=C3)C(C(F)(F)F)(C(F)(F)F)C4=CC=C(C=C4)OC5=CC=C(C=C5)S(=O)(C6=CC=C(C=C6)OC7=C(C(C8=CC=CC=C8C9=C(C=CC=C9)C%10=CC(OCCCCCCn%11cc[n+](C)c%11)=C(C(OCCCCCCn%12cc[n+](C)c%12)=C%10)OC)=CC=C7OCCCCCCn%13cc[n+](C)c%13)OCCCCCCn%14cc[n+](C)c%14)=O)=O,0.035,0.1,0.35,1,0.07205479
CC1=CC=C(C=C1)S(=O)(C2=CC=C(C=C2)OC3=CC=C(C=C3)C(C(F)(F)F)(C(F)(F)F)C4=CC=C(C=C4)OC5=CC=C(C=C5)S(=O)(C6=CC=C(C=C6)OC7=C(C(C8=CC=CC=C8C9=C(C=CC=C9)C%10=CC(OCCCCCCn%11cc[n+](C)c%11)=C(C(OCCCCCCn%12cc[n+](C)c%12)=C%10)OC)=CC=C7OCCCCCCn%13cc[n+](C)c%13)OCCCCCCn%14cc[n+](C)c%14)=O)=O,0.04,0.1,0.4,1,0.08936986
CC1=CC=C(C=C1)S(=O)(C2=CC=C(C=C2)OC3=CC=C(C=C3)C(C(F)(F)F)(C(F)(F)F)C4=CC=C(C=C4)OC5=CC=C(C=C5)S(=O)(C6=CC=C(C=C6)OC7=C(C(C8=CC=CC=C8C9=C(C=CC=C9)C%10=CC(OCCCCCCn%11cc[n+](C)c%11)=C(C(OCCCCCCn%12cc[n+](C)c%12)=C%10)OC)=CC=C7OCCCCCCn%13cc[n+](C)c%13)OCCCCCCn%14cc[n+](C)c%14)=O)=O,0.045,0.1,0.4,1,0.11271233
CCC(CC(C)CCCCCCCCC[N+](C)(C)C)CC(C)C,0.0042,0.1,0.042,1,0.01794297
CCC(CC(C)CCCCCCCCC[N+](C)(C)C)CC(C)C,0.02,0.1,0.2,1,0.05286975
CCC(CC(C)CCCCCCCCC[N+](C)(C)C)CC(C)C,0.032,0.1,0.32,1,0.06916257
CCC(CC(C)CCCCCCCCC[N+](C)(C)C)CC(C)C,0.041,0.1,0.41,1,0.07550405
C=S(C1=CC=C(OC2=CC=C(C3=CC=C(C)C=C3)C=C2)C=C1)(C4=CC=C(OC5=CC=C(C6=CC=C(OC7=CC=C(S(C8=CC=C(OC)C(C9=CC(CN%10C=[N+](C)C=C%10)=CC(CN%11C=[N+](C)C=C%11)=C9)=C8)(=O)=O)C=C7C%12=CC(CCN%13C=[N+](C)C=C%13)=CC(CN%14C=[N+](C)C=C%14)=C%12)C=C6)C=C5)C=C4)=C,0.22,0.78,0.282,1,0.0253
C=S(C1=CC=C(OC2=CC=C(C3=CC=C(C)C=C3)C=C2)C=C1)(C4=CC=C(OC5=CC=C(C6=CC=C(OC7=CC=C(S(C8=CC=C(OC)C(C9=CC(CN%10C=[N+](C)C=C%10)=CC(CN%11C=[N+](C)C=C%11)=C9)=C8)(=O)=O)C=C7C%12=CC(CCN%13C=[N+](C)C=C%13)=CC(CN%14C=[N+](C)C=C%14)=C%12)C=C6)C=C5)C=C4)=C,0.28,0.72,0.389,1,0.0309
C=S(C1=CC=C(OC2=CC=C(C3=CC=C(C)C=C3)C=C2)C=C1)(C4=CC=C(OC5=CC=C(C6=CC=C(OC7=CC=C(S(C8=CC=C(OC)C(C9=CC(CN%10C=[N+](C)C=C%10)=CC(CN%11C=[N+](C)C=C%11)=C9)=C8)(=O)=O)C=C7C%12=CC(CCN%13C=[N+](C)C=C%13)=CC(CN%14C=[N+](C)C=C%14)=C%12)C=C6)C=C5)C=C4)=C,0.34,0.66,0.515,1,0.0359
